access_date,Event_context,Component,Event_name,Description,Origin,matrik,KOD KURSUS
2020-09-07,Course: SSK4617-2: AGEN KOMPUTERAN (COMPUTING AGENTS),System,Course viewed,The user with id '4140' viewed the course with id '4339'.,web,501919,SKM3203
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 30348 viewed attendance sessions for student with id 30348,web,535120,SKR3202
2020-09-07,Folder: Tableau Exercises,Folder,Course module viewed,The user with id '13535' viewed the 'folder' activity with course module id '95016'.,web,861419,SSE4351
2020-09-07,Attendance: Attendance SKR3200,Attendance,Attendance taken by student,Student with id 30348 took attendance with instanceid 606,web,535120,SSK4407
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '30348' viewed the course with id '3011'.,web,535120,SKM4310
2020-09-07,Course: SSK3100-1: PENGATURCARAAN KOMPUTER I (COMPUTER PROGRAMMING I),System,Course viewed,The user with id '30348' viewed the course with id '3078'.,web,535120,SSK4508
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 30348 viewed attendance sessions for student with id 30348,web,535120,SIM3251
2020-09-07,Assignment: Lab06 : Method,Assignment,Submission form viewed.,The user with id '30398' viewed their submission for the assignment with course module id '67791'.,web,774720,SSK3101
2020-09-07,Assignment: Individual Assignment - Part 2,Assignment,Course module viewed,The user with id '13916' viewed the 'assign' activity with course module id '45309'.,web,744219,SSE4356
2020-09-07,Attendance: Attendance SSK3101 Group 8- Class and Lab ,Attendance,Session report viewed,User with id 12673 viewed attendance sessions for student with id 12673,web,013820,SSE4306
2020-09-07,Assignment: Lab06 : Method,Assignment,A submission has been submitted.,The user with id '30398' has submitted the submission with id '243286' for the assignment with course module id '67791'.,web,774720,SSE4301
2020-09-07,Assignment: Lab 2 SKR 3308 ,Assignment,Course module viewed,The user with id '20014' viewed the 'assign' activity with course module id '56691'.,web,733519,SKR3307
2020-09-07,Course: SSK3101-8: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '12673' viewed the course with id '3091'.,web,013820,SKR3202
2020-09-07,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '30398' has viewed the submission status page for the assignment with course module id '67791'.,web,774720,SSK3101
2020-09-07,Assignment: Individual Assignment - Part 2,Assignment,The status of the submission has been viewed.,The user with id '13916' has viewed the submission status page for the assignment with course module id '45309'.,web,744219,SSK4617
2020-09-07,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '30398' viewed the 'assign' activity with course module id '67791'.,web,774720,SKR4202
2020-09-07,Course: SKR3308-1: PENGATURCARAAN SELARI DAN TERAGIH (PARALLEL AND DISTRIBUTED PROGRAMMING),System,Course viewed,The user with id '20014' viewed the course with id '3024'.,web,733519,SSE3305
2020-09-07,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '30398' viewed the 'assign' activity with course module id '67791'.,web,774720,SSE4301
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13916' viewed the course with id '3115'.,web,744219,SSE3305
2020-09-07,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '30398' viewed the 'assign' activity with course module id '67791'.,web,774720,SKR3306
2020-09-07,Assignment: Lab 2 SKR 3308 ,Assignment,The status of the submission has been viewed.,The user with id '20014' has viewed the submission status page for the assignment with course module id '56691'.,web,733519,SSK4407
2020-09-07,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '30398' viewed the 'assign' activity with course module id '67791'.,web,774720,SKR3202
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13916' viewed the course with id '3115'.,web,744219,SKR3305
2020-09-07,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '30398' viewed the course with id '4061'.,web,774720,SKM3203
2020-09-07,Assignment: Lab06 : Method,File submissions,A file has been uploaded.,The user with id '30398' has uploaded a file to the submission with id '243286' in the assignment activity with course module id '67791'.,web,774720,SSE3151
2020-09-07,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '30398' has viewed the submission status page for the assignment with course module id '67791'.,web,774720,SKR4301
2020-09-07,Assignment: Lab06 : Method,File submissions,Submission created.,The user with id '30398' created a file submission and uploaded '1' file/s in the assignment with course module id '67791'.,web,774720,SSK4508
2020-09-07,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '7305' viewed the course with id '3014'.,web,845020,SSK3100
2020-09-07,Course: SSK3101-13: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '17907' viewed the course with id '3083'.,web,568819,SSK4505
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 30039 viewed attendance sessions for student with id 30039,web,114720,SKR3306
2020-09-07,Assignment: Individual Assignment 2,Assignment,Course module viewed,The user with id '13916' viewed the 'assign' activity with course module id '72314'.,web,744219,SSE4351
2020-09-07,Assignment: Lab 01: Submission,Assignment,The status of the submission has been viewed.,The user with id '17907' has viewed the submission status page for the assignment with course module id '21415'.,web,568819,SSK3101
2020-09-07,Attendance: Attendance SKR3200,Attendance,Attendance taken by student,Student with id 30039 took attendance with instanceid 606,web,114720,SSE3150
2020-09-07,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '7305' viewed the course with id '3014'.,web,454820,SKM4212
2020-09-07,Assignment: Lab 01: Submission,Assignment,Course module viewed,The user with id '17907' viewed the 'assign' activity with course module id '21415'.,web,568819,SKM3203
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 30039 viewed attendance sessions for student with id 30039,web,114720,SSK3313
2020-09-07,Assignment: Group Project,Assignment,The status of the submission has been viewed.,The user with id '13916' has viewed the submission status page for the assignment with course module id '67641'.,web,744219,SKM4212
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '30039' viewed the course with id '3011'.,web,114720,SKR3306
2020-09-07,Course: SSE4300-1: PENGURUSAN PROJEK PERISIAN (SOFTWARE PROJECT MANAGEMENT),System,Question created,The user with id '1322' created a question with the id of '25923' in the category with the id '3325'.,web,4925A0,SSK4508
2020-09-07,Assignment: Individual Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '13916' has viewed the submission status page for the assignment with course module id '72314'.,web,744219,SKR4301
2020-09-07,Quiz: Short Quiz on Today's Class,Quiz,Quiz edit page viewed,The user with id '1322' viewed the edit page for the quiz with course module id '95292'.,web,4925A0,SSK3313
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13916' viewed the course with id '3115'.,web,744219,SSK3313
2020-09-07,Quiz: Short Quiz on Today's Class,Quiz,Quiz edit page viewed,The user with id '1322' viewed the edit page for the quiz with course module id '95292'.,web,4925A0,SSK4407
2020-09-07,Assignment: Group Project,Assignment,Course module viewed,The user with id '13916' viewed the 'assign' activity with course module id '67641'.,web,744219,SKR3305
2020-09-07,Course: SKR5200-1: KESELAMATAN RANGKAIAN LANJUTAN (ADVANCED NETWORK SECURITY),System,Course viewed,The user with id '31658' viewed the course with id '3783'.,web,GS58043,SSE4301
2020-09-07,Assignment: Lab Asg 6 - File Management (All questions),Assignment,The status of the submission has been viewed.,The user with id '13691' has viewed the submission status page for the assignment with course module id '69141'.,web,304220,SSK3102
2020-09-07,Assignment: Lab Asg 6 - File Management (All questions),Assignment,A submission has been submitted.,The user with id '13691' has submitted the submission with id '176778' for the assignment with course module id '69141'.,web,304220,SIM3251
2020-09-07,Assignment: Lab Asg 6 - File Management (All questions),Assignment,Course module viewed,The user with id '13691' viewed the 'assign' activity with course module id '69141'.,web,304220,SSK3118
2020-09-07,Assignment: Lab Asg 6 - File Management (All questions),File submissions,Submission created.,The user with id '13691' created a file submission and uploaded '1' file/s in the assignment with course module id '69141'.,web,304220,SSE4306
2020-09-07,Assignment: Lab Asg 6 - File Management (All questions),Assignment,Course module viewed,The user with id '13691' viewed the 'assign' activity with course module id '69141'.,web,304220,SIM4208
2020-09-07,Assignment: Lab Asg 6 - File Management (All questions),Online text submissions,Submission created.,The user with id '13691' created an online text submission with '0' words in the assignment with course module id '69141'.,web,304220,SSK4507
2020-09-07,Assignment: Lab Asg 6 - File Management (All questions),Online text submissions,An online text has been uploaded.,The user with id '13691' has saved an online text submission with id '176778' in the assignment activity with course module id '69141'.,web,304220,SSE3151
2020-09-07,Assignment: Lab Asg 6 - File Management (All questions),File submissions,A file has been uploaded.,The user with id '13691' has uploaded a file to the submission with id '176778' in the assignment activity with course module id '69141'.,web,304220,SKR3202
2020-09-07,Attendance: Attendance SSK3101 Group 8- Class and Lab ,Attendance,Session report viewed,User with id 13796 viewed attendance sessions for student with id 13796,web,812220,SKR3202
2020-09-07,Assignment: Individual Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '13916' has viewed the submission status page for the assignment with course module id '72314'.,web,744219,SSE3150
2020-09-07,Course: SSK4403-1: PENTADBIRAN PANGKALAN DATA (DATABASE ADMINISTRATION),System,Course viewed,The user with id '4070' viewed the course with id '3113'.,web,754219,SKR3308
2020-09-07,Course: SKR4307-3: APLIKASI BERGERAK (MOBILE APPLICATIONS),System,Course viewed,The user with id '30182' viewed the course with id '3032'.,web,043919,SSK4506
2020-09-07,Course: SSK3101-8: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '13796' viewed the course with id '3091'.,web,812220,SSK4602
2020-09-07,Folder: Tableau Exercises,Folder,Course module viewed,The user with id '26870' viewed the 'folder' activity with course module id '95016'.,web,022719,SSK4506
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13916' viewed the course with id '3115'.,web,744219,SSK4407
2020-09-07,File: Topic6 w10skr3200,File,Course module viewed,The user with id '7305' viewed the 'resource' activity with course module id '6462'.,web,845020,SKR3504
2020-09-07,Assignment: Individual Assignment 2,Assignment,Course module viewed,The user with id '13916' viewed the 'assign' activity with course module id '72314'.,web,744219,SKR4202
2020-09-07,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '7305' viewed the course with id '3014'.,web,454820,SSK3408
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '26870' viewed the course with id '3115'.,web,022719,SSE3305
2020-09-07,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '7305' viewed the course with id '3014'.,web,845020,SSK4602
2020-09-07,File: Topic6 w10skr3200,File,Course module viewed,The user with id '7305' viewed the 'resource' activity with course module id '6462'.,web,454820,SKR3305
2020-09-07,Course: SSK3207-9: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN(COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '2007' viewed the course with id '4129'.,web,343820,SKR4307
2020-09-07,Folder: practices and labs 11 - 13,Folder,Course module viewed,The user with id '4070' viewed the 'folder' activity with course module id '93072'.,web,754219,SSK3100
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13916' viewed the course with id '3115'.,web,744219,SSE4351
2020-09-07,Course: SSK3101-8: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '12673' viewed the course with id '3091'.,web,013820,SSK3100
2020-09-07,Folder: practices and labs 11 - 13,Folder,Zip archive of folder downloaded,The user with id '4070' downloaded a zip archive containing all the files from the folder activity with course module id '93072'.,web,754219,SSK3408
2020-09-07,Course: SKM4207-1: PEMAMPATAN DATA(DATA COMPRESSION),System,Course viewed,The user with id '977' viewed the course with id '4540'.,web,5818A0,SSE4306
2020-09-07,Assignment: Group Presentation: Special Topics in Operating Systems,Assignment,Course module viewed,The user with id '25008' viewed the 'assign' activity with course module id '93377'.,web,287119,SSK3101
2020-09-07,Quiz: MIDTERM SSK5507 Sunday 14th June 2020 (start at 4pm),Quiz,Quiz attempt reviewed,The user with id '1305' has had their attempt with id '42053' reviewed by the user with id '2813' for the quiz with course module id '67317'.,web,8427A0,SIM3251
2020-09-07,"Attendance: Attendance on 9 July 2020, 2.00 - 4.00 pm",Attendance,Session report viewed,User with id 2007 viewed attendance sessions for student with id 2007,web,343820,SSK4407
2020-09-07,Attendance: Attendance during MCO (27April - 22 May),Attendance,Session report viewed,User with id 13916 viewed attendance sessions for student with id 13916,web,744219,SSK4505
2020-09-07,Course: SSK3101-8: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '12673' viewed the course with id '3091'.,web,013820,SKR3202
2020-09-07,Course: SKM4207-1: PEMAMPATAN DATA(DATA COMPRESSION),System,Course viewed,The user with id '977' viewed the course with id '4540'.,web,5818A0,SKR4307
2020-09-07,Course: SSK3313-4: SISTEM PENGOPERASIAN (OPERATING SYSTEM),System,Course viewed,The user with id '25008' viewed the course with id '3106'.,web,287119,SKM3203
2020-09-07,Attendance: Attendance SSK3101 Group 8- Class and Lab ,Attendance,Session report viewed,User with id 12673 viewed attendance sessions for student with id 12673,web,013820,SKR4202
2020-09-07,Assignment: Group Presentation: Special Topics in Operating Systems,Assignment,The status of the submission has been viewed.,The user with id '25008' has viewed the submission status page for the assignment with course module id '93377'.,web,287119,SSK3118
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '770' viewed the course with id '3011'.,web,4323A0,SSK4610
2020-09-07,Attendance: Attendance SKR3200,Attendance,Attendance taken by student,Student with id 12564 took attendance with instanceid 606,web,034220,SIM4208
2020-09-07,Course: SSK3207-9: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN(COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,User graded,The user with id '2007' updated the grade with id '754546' for the user with id '2007' for the grade item with id '27381'.,web,343820,SKR3308
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 26485 viewed attendance sessions for student with id 26485,web,842820,SSE4356
2020-09-07,"Attendance: Attendance on 9 July 2020, 2.00 - 4.00 pm",Attendance,Session report viewed,User with id 2007 viewed attendance sessions for student with id 2007,web,343820,SSE3151
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 12564 viewed attendance sessions for student with id 12564,web,034220,SKR3201
2020-09-07,"Attendance: Attendance on 9 July 2020, 2.00 - 4.00 pm",Attendance,Attendance taken by student,Student with id 2007 took attendance with instanceid 5719,web,343820,SSK4507
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '26485' viewed the course with id '3011'.,web,842820,SIM3251
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '12564' viewed the course with id '3011'.,web,034220,SKR4301
2020-09-07,Course: SSK3101-13: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '26973' viewed the course with id '3083'.,web,207519,SSE3151
2020-09-07,URL: Scalar Quantization : Part 2,System,Course module created,The user with id '977' created the 'url' activity with course module id '95300'.,web,5818A0,SKR3308
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 12564 viewed attendance sessions for student with id 12564,web,034220,SKR3307
2020-09-07,URL: Scalar Quantization : Part 1,System,Course module created,The user with id '977' created the 'url' activity with course module id '95299'.,web,5818A0,SIM4207
2020-09-07,Course: SKM4207-1: PEMAMPATAN DATA(DATA COMPRESSION),System,Course viewed,The user with id '977' viewed the course with id '4540'.,web,5818A0,SSK4610
2020-09-07,Course: SKM4207-1: PEMAMPATAN DATA(DATA COMPRESSION),System,Course viewed,The user with id '977' viewed the course with id '4540'.,web,5818A0,SSK4505
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '3532' viewed the course with id '3011'.,web,561520,SSK3207
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 26485 viewed attendance sessions for student with id 26485,web,842820,SSK4407
2020-09-07,Course: SKM4207-1: PEMAMPATAN DATA(DATA COMPRESSION),System,Course viewed,The user with id '977' viewed the course with id '4540'.,web,5818A0,SSK3313
2020-09-07,Attendance: Attendance SKR3200,Attendance,Attendance taken by student,Student with id 26485 took attendance with instanceid 606,web,842820,SSE4301
2020-09-07,URL: Scalar Quantization : Part 3,System,Course module created,The user with id '977' created the 'url' activity with course module id '95302'.,web,5818A0,SSE4301
2020-09-07,Assignment: Lab 05 Submission,Assignment,Course module viewed,The user with id '26973' viewed the 'assign' activity with course module id '94692'.,web,207519,SKR3308
2020-09-07,Course: SKM4213-2: PEMPROSESAN IMEJ DIGITAL (DIGITAL IMAGE PROCESSING),System,Course viewed,The user with id '13514' viewed the course with id '2965'.,web,338319,SSK3100
2020-09-07,Assignment: Assignment 1 ,Assignment,The status of the submission has been viewed.,The user with id '26135' has viewed the submission status page for the assignment with course module id '27061'.,web,104719,SSE3151
2020-09-07,Assignment: Lab 05 Submission,Assignment,The status of the submission has been viewed.,The user with id '26973' has viewed the submission status page for the assignment with course module id '94692'.,web,207519,SKR4202
2020-09-07,Assignment: Assignment 1 ,Assignment,Course module viewed,The user with id '26135' viewed the 'assign' activity with course module id '27061'.,web,104719,SKR4202
2020-09-07,Course: SSK3207-8: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN (COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '26135' viewed the course with id '3102'.,web,104719,SSK3102
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 3532 viewed attendance sessions for student with id 3532,web,561520,SSK3408
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '12682' viewed the course with id '3011'.,web,601420,SKR3201
2020-09-07,Course: SKM4207-1: PEMAMPATAN DATA(DATA COMPRESSION),System,Course viewed,The user with id '977' viewed the course with id '4540'.,web,5818A0,SSK4610
2020-09-07,Attendance: Attendance SKR3200,Attendance,Attendance taken by student,Student with id 12682 took attendance with instanceid 606,web,601420,SSK3101
2020-09-07,URL: Scalar Quantization : Part 4,System,Course module created,The user with id '977' created the 'url' activity with course module id '95303'.,web,5818A0,SKR3504
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 12682 viewed attendance sessions for student with id 12682,web,601420,SSK4506
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 12682 viewed attendance sessions for student with id 12682,web,601420,SSK4505
2020-09-07,Course: SKM4213-1: PEMPROSESAN IMEJ DIGITAL (DIGITAL IMAGE PROCESSING),System,Course viewed,The user with id '2276' viewed the course with id '2964'.,web,491419,SKM3203
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '770' viewed the course with id '3011'.,web,4323A0,SSK4617
2020-09-07,Course: SKM4207-1: PEMAMPATAN DATA(DATA COMPRESSION),System,Course viewed,The user with id '977' viewed the course with id '4540'.,web,5818A0,SSK3100
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '4140' viewed the course with id '3115'.,web,501919,SSE4306
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '12022' viewed the course with id '3011'.,web,685020,SSE3150
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 18789 viewed attendance sessions for student with id 18789,web,203520,SSK4506
2020-09-07,URL: Vector Quantization : Part 2,System,Course module created,The user with id '977' created the 'url' activity with course module id '95306'.,web,5818A0,SSK4602
2020-09-07,Course: SSK3003-2: STRUKTUR DISKRET (DISCRETE STRUCTURES),System,Course viewed,The user with id '6513' viewed the course with id '3077'.,web,905020,SSK3408
2020-09-07,Course: SSK3100-1: PENGATURCARAAN KOMPUTER I (COMPUTER PROGRAMMING I),System,Course viewed,The user with id '12022' viewed the course with id '3078'.,web,685020,SSK4610
2020-09-07,File: Lab Exercise Document Part 2,File,Course module viewed,The user with id '770' viewed the 'resource' activity with course module id '84522'.,web,4323A0,SSK3118
2020-09-07,Course: SKM4207-1: PEMAMPATAN DATA(DATA COMPRESSION),System,Course viewed,The user with id '977' viewed the course with id '4540'.,web,5818A0,SKR4301
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 18789 viewed attendance sessions for student with id 18789,web,203520,SKR3504
2020-09-07,Attendance: Attendance SKR3200,Attendance,Attendance taken by student,Student with id 12022 took attendance with instanceid 606,web,685020,SKR3202
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 6513 viewed attendance sessions for student with id 6513,web,905020,SIM3251
2020-09-07,URL: Vector Quantization : Part 1,System,Course module created,The user with id '977' created the 'url' activity with course module id '95305'.,web,5818A0,SSE4351
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '770' viewed the course with id '3011'.,web,4323A0,SKR4202
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 12022 viewed attendance sessions for student with id 12022,web,685020,SSK3118
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '18789' viewed the course with id '3011'.,web,203520,SIM4208
2020-09-07,Course: SKR4307-1: APLIKASI BERGERAK (MOBILE APPLICATIONS),System,Course viewed,The user with id '21681' viewed the course with id '3030'.,web,194019,SSK3102
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '6513' viewed the course with id '3011'.,web,905020,SIM4208
2020-09-07,Attendance: Attendance SKR3200,Attendance,Attendance taken by student,Student with id 12684 took attendance with instanceid 606,web,383820,SKM3203
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '18789' viewed the course with id '3011'.,web,203520,SSK3313
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 12022 viewed attendance sessions for student with id 12022,web,685020,SKR3306
2020-09-07,Attendance: Attendance SKR3200,Attendance,Attendance taken by student,Student with id 18789 took attendance with instanceid 606,web,203520,SSE4351
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '21681' viewed the course with id '3115'.,web,194019,SKM4310
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 1409 viewed attendance sessions for student with id 1409,web,134920,SSK3207
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 12114 viewed attendance sessions for student with id 12114,web,145120,SSK4617
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '12684' viewed the course with id '3011'.,web,383820,SIM4208
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '1409' viewed the course with id '3011'.,web,134920,SKR3202
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 3532 viewed attendance sessions for student with id 3532,web,561520,SSK4602
2020-09-07,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 12684 viewed attendance sessions for student with id 12684,web,383820,SSK4507
2020-09-07,Course: SSK3100-1: PENGATURCARAAN KOMPUTER I (COMPUTER PROGRAMMING I),System,Course viewed,The user with id '1409' viewed the course with id '3078'.,web,134920,SKR4307
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '12114' viewed the course with id '3011'.,web,145120,SSK3101
2020-09-07,Course: SSK3207-4: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN (COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '12684' viewed the course with id '3098'.,web,383820,SSK4407
